,genres
4251,['drama']
4252,['documentation']
4253,"['comedy', 'romance']"
4254,['thriller']
4255,"['documentation', 'music']"
4256,"['action', 'fantasy']"
4257,"['crime', 'thriller', 'drama']"
4258,['drama']
4259,"['drama', 'comedy']"
4260,"['drama', 'documentation', 'comedy']"
4261,"['documentation', 'comedy']"
4262,['reality']
4263,"['music', 'documentation']"
4264,"['thriller', 'horror', 'drama']"
4265,['drama']
4266,"['comedy', 'drama']"
4267,"['drama', 'action', 'war']"
4268,"['drama', 'action', 'thriller', 'comedy', 'crime']"
4269,"['romance', 'family']"
4270,['romance']
4271,"['reality', 'comedy']"
4272,['documentation']
4273,"['animation', 'action', 'family']"
4274,"['comedy', 'music']"
4275,"['horror', 'thriller']"
4276,['comedy']
4277,"['drama', 'fantasy', 'scifi']"
4278,"['crime', 'drama', 'thriller']"
4279,['drama']
4280,"['action', 'comedy', 'family']"
4281,"['documentation', 'music']"
4282,['documentation']
4283,"['drama', 'comedy', 'crime', 'romance', 'thriller', 'european']"
4284,"['drama', 'comedy', 'crime']"
4285,"['comedy', 'drama', 'romance']"
4286,['drama']
4287,['romance']
4288,['drama']
4289,['comedy']
4290,"['drama', 'romance', 'action']"
4291,"['drama', 'romance']"
4292,"['documentation', 'european']"
4293,"['drama', 'european']"
4294,"['drama', 'fantasy']"
4295,['reality']
4296,"['crime', 'documentation']"
4297,['documentation']
4298,['family']
4299,['reality']
4300,['comedy']
4301,"['fantasy', 'romance', 'action', 'comedy', 'drama']"
4302,['documentation']
4303,['reality']
4304,['documentation']
4305,"['action', 'drama', 'thriller']"
4306,"['drama', 'romance']"
4307,"['comedy', 'family', 'drama']"
4308,"['documentation', 'reality']"
4309,"['comedy', 'family', 'action']"
4310,"['scifi', 'animation', 'comedy', 'family', 'fantasy', 'action']"
4311,"['action', 'comedy']"
4312,"['comedy', 'horror', 'reality', 'scifi']"
4313,['documentation']
4314,"['documentation', 'family']"
4315,"['animation', 'comedy', 'family', 'action']"
4316,['comedy']
4317,"['thriller', 'action', 'scifi']"
4318,['comedy']
4319,"['comedy', 'documentation']"
4320,"['animation', 'family', 'fantasy']"
4321,"['animation', 'action', 'scifi']"
4322,"['thriller', 'drama']"
4323,"['drama', 'thriller']"
4324,[]
4325,"['animation', 'comedy', 'family']"
4326,"['comedy', 'drama']"
4327,['reality']
4328,['drama']
4329,['documentation']
4330,"['fantasy', 'romance']"
4331,"['animation', 'action', 'fantasy']"
4332,"['romance', 'drama', 'horror']"
4333,['comedy']
4334,['comedy']
4335,['drama']
4336,"['comedy', 'documentation']"
4337,"['romance', 'comedy', 'drama']"
4338,"['drama', 'comedy', 'crime']"
4339,['documentation']
4340,"['romance', 'comedy']"
4341,['animation']
4342,"['drama', 'romance', 'comedy']"
4343,['documentation']
4344,"['drama', 'comedy', 'horror', 'thriller']"
4345,['documentation']
4346,"['comedy', 'family']"
4347,"['romance', 'action', 'drama', 'history', 'war']"
4348,"['animation', 'comedy', 'family']"
4349,['comedy']
4350,"['romance', 'comedy', 'drama']"
4351,"['drama', 'romance', 'comedy']"
4352,['documentation']
4353,['comedy']
4354,['scifi']
4355,['drama']
4356,"['comedy', 'action']"
4357,"['drama', 'comedy']"
4358,['comedy']
4359,"['documentation', 'sport']"
4360,"['thriller', 'drama', 'action']"
4361,"['animation', 'comedy', 'drama', 'family']"
4362,"['drama', 'comedy']"
4363,"['romance', 'drama', 'comedy']"
4364,"['war', 'documentation']"
4365,"['comedy', 'drama']"
4366,"['action', 'family', 'animation', 'comedy', 'scifi']"
4367,"['documentation', 'music']"
4368,['drama']
4369,"['comedy', 'drama']"
4370,['thriller']
4371,"['drama', 'comedy']"
4372,['comedy']
4373,"['drama', 'crime', 'european']"
4374,['comedy']
4375,['documentation']
4376,['comedy']
4377,"['action', 'comedy']"
4378,"['comedy', 'romance', 'family', 'drama']"
4379,['comedy']
4380,"['drama', 'crime']"
4381,['horror']
4382,"['romance', 'comedy']"
4383,"['thriller', 'drama']"
4384,"['romance', 'drama']"
4385,"['action', 'drama', 'crime']"
4386,"['crime', 'thriller', 'european']"
4387,"['horror', 'fantasy']"
4388,['family']
4389,"['documentation', 'history', 'war']"
4390,"['documentation', 'drama']"
4391,"['reality', 'music']"
4392,['documentation']
4393,['comedy']
4394,['comedy']
4395,"['reality', 'music']"
4396,"['comedy', 'drama']"
4397,['documentation']
4398,['action']
4399,"['drama', 'romance', 'european']"
4400,"['thriller', 'crime', 'drama', 'action']"
4401,['drama']
4402,"['family', 'drama', 'sport']"
4403,"['drama', 'family']"
4404,"['drama', 'fantasy', 'romance', 'scifi']"
4405,"['scifi', 'fantasy', 'romance']"
4406,[]
4407,"['comedy', 'drama', 'romance']"
4408,['comedy']
4409,['comedy']
4410,"['documentation', 'sport']"
4411,"['horror', 'thriller', 'fantasy', 'drama']"
4412,['documentation']
4413,"['comedy', 'romance']"
4414,['reality']
4415,"['thriller', 'crime', 'drama']"
4416,"['comedy', 'family', 'animation', 'action']"
4417,"['reality', 'music']"
4418,"['comedy', 'drama', 'crime']"
4419,"['comedy', 'family', 'fantasy', 'animation']"
4420,['thriller']
4421,['drama']
4422,"['scifi', 'war', 'action']"
4423,['comedy']
4424,"['drama', 'crime']"
4425,"['animation', 'comedy', 'family']"
4426,['drama']
4427,"['action', 'comedy']"
4428,"['drama', 'comedy']"
4429,['drama']
4430,"['drama', 'animation']"
4431,"['drama', 'thriller', 'action', 'sport']"
4432,['comedy']
4433,['comedy']
4434,['drama']
4435,"['comedy', 'drama', 'romance']"
4436,['documentation']
4437,['comedy']
4438,"['comedy', 'drama']"
4439,['documentation']
4440,['fantasy']
4441,"['music', 'documentation']"
4442,"['documentation', 'drama']"
4443,['comedy']
4444,"['drama', 'comedy']"
4445,"['comedy', 'romance', 'drama']"
4446,"['drama', 'european']"
4447,['drama']
4448,['romance']
4449,"['crime', 'comedy', 'drama']"
4450,"['crime', 'action', 'comedy', 'drama']"
4451,"['thriller', 'comedy']"
4452,[]
4453,"['comedy', 'romance', 'drama']"
4454,"['comedy', 'romance', 'fantasy', 'action']"
4455,['family']
4456,['drama']
4457,"['drama', 'comedy']"
4458,['comedy']
4459,['animation']
4460,"['drama', 'comedy']"
4461,['reality']
4462,"['drama', 'thriller']"
4463,"['comedy', 'reality']"
4464,['comedy']
4465,"['drama', 'thriller']"
4466,['reality']
4467,"['documentation', 'sport']"
4468,"['romance', 'comedy', 'drama']"
4469,"['family', 'animation', 'horror']"
4470,"['music', 'family']"
4471,['comedy']
4472,['comedy']
4473,"['documentation', 'music']"
4474,['comedy']
4475,['documentation']
4476,"['music', 'reality']"
4477,"['comedy', 'drama']"
4478,"['drama', 'romance']"
4479,['comedy']
4480,"['action', 'drama']"
4481,['reality']
4482,"['comedy', 'romance']"
4483,['comedy']
4484,['comedy']
4485,"['drama', 'thriller', 'action']"
4486,['comedy']
4487,['comedy']
4488,"['comedy', 'romance']"
4489,"['music', 'documentation']"
4490,"['action', 'drama', 'thriller']"
4491,"['comedy', 'drama', 'family', 'sport']"
4492,['comedy']
4493,"['thriller', 'drama']"
4494,"['music', 'reality']"
4495,"['romance', 'drama']"
4496,"['documentation', 'comedy']"
4497,['comedy']
4498,['reality']
4499,[]
4500,"['music', 'comedy', 'drama']"
4501,"['documentation', 'sport']"
4502,['comedy']
4503,['comedy']
4504,['thriller']
4505,"['drama', 'crime']"
4506,['documentation']
4507,"['crime', 'comedy']"
4508,['comedy']
4509,"['comedy', 'romance']"
4510,"['romance', 'comedy']"
4511,"['action', 'animation']"
4512,['animation']
4513,['animation']
4514,['comedy']
4515,"['comedy', 'music']"
4516,"['crime', 'thriller', 'action']"
4517,"['drama', 'comedy']"
4518,['documentation']
4519,"['comedy', 'drama']"
4520,['comedy']
4521,"['horror', 'drama']"
4522,"['animation', 'family']"
4523,"['scifi', 'drama', 'fantasy']"
4524,"['comedy', 'family']"
4525,[]
4526,['drama']
4527,"['documentation', 'music']"
4528,['thriller']
4529,"['comedy', 'romance']"
4530,['comedy']
4531,['drama']
4532,"['romance', 'drama']"
4533,['drama']
4534,"['animation', 'comedy', 'family', 'fantasy', 'scifi']"
4535,['documentation']
4536,['family']
4537,['comedy']
4538,"['documentation', 'music']"
4539,['documentation']
4540,['comedy']
4541,"['animation', 'action', 'comedy', 'drama', 'family']"
4542,"['comedy', 'drama', 'romance']"
4543,['comedy']
4544,['drama']
4545,"['crime', 'action', 'drama', 'thriller']"
4546,['animation']
4547,"['thriller', 'action', 'horror']"
4548,['comedy']
4549,['comedy']
4550,"['romance', 'horror']"
4551,['documentation']
4552,['documentation']
4553,"['family', 'fantasy', 'animation', 'action']"
4554,['animation']
4555,['documentation']
4556,['action']
4557,['animation']
4558,"['thriller', 'drama']"
4559,"['drama', 'comedy']"
4560,"['drama', 'romance']"
4561,['animation']
4562,"['comedy', 'romance']"
4563,['drama']
4564,"['fantasy', 'animation']"
4565,['animation']
4566,['romance']
4567,['drama']
4568,['drama']
4569,"['documentation', 'music']"
4570,"['animation', 'family']"
4571,['documentation']
4572,['animation']
4573,['drama']
4574,"['romance', 'animation', 'drama']"
4575,['drama']
4576,"['comedy', 'family']"
4577,"['documentation', 'european']"
4578,"['animation', 'action', 'drama', 'family', 'western', 'comedy']"
4579,['comedy']
4580,['documentation']
4581,['drama']
4582,"['horror', 'thriller']"
4583,"['animation', 'comedy', 'family']"
4584,['comedy']
4585,"['animation', 'comedy']"
4586,['comedy']
4587,"['romance', 'sport', 'comedy', 'drama']"
4588,['drama']
4589,['comedy']
4590,['drama']
4591,['drama']
4592,['documentation']
4593,['documentation']
4594,"['documentation', 'drama']"
4595,"['drama', 'music', 'documentation']"
4596,"['comedy', 'drama', 'action']"
4597,"['scifi', 'thriller', 'drama']"
4598,['comedy']
4599,"['drama', 'comedy', 'european']"
4600,"['thriller', 'crime']"
4601,"['comedy', 'drama']"
4602,"['comedy', 'romance']"
4603,"['drama', 'romance', 'fantasy']"
4604,"['crime', 'drama', 'comedy']"
4605,"['drama', 'romance']"
4606,"['drama', 'comedy']"
4607,"['drama', 'romance']"
4608,['comedy']
4609,"['documentation', 'music']"
4610,['animation']
4611,['reality']
4612,"['drama', 'music']"
4613,['comedy']
4614,['comedy']
4615,['family']
4616,"['drama', 'comedy', 'history', 'scifi']"
4617,"['comedy', 'romance', 'drama']"
4618,"['action', 'crime', 'drama']"
4619,"['romance', 'drama']"
4620,['music']
4621,['drama']
4622,['documentation']
4623,['documentation']
4624,['drama']
4625,['comedy']
4626,['drama']
4627,['drama']
4628,['animation']
4629,[]
4630,['comedy']
4631,['music']
4632,"['comedy', 'fantasy', 'sport']"
4633,"['comedy', 'drama', 'romance', 'thriller']"
4634,['documentation']
4635,"['drama', 'romance']"
4636,['reality']
4637,"['music', 'documentation']"
4638,"['comedy', 'drama']"
4639,['comedy']
4640,"['documentation', 'music']"
4641,['drama']
4642,"['comedy', 'family', 'animation']"
4643,"['drama', 'thriller']"
4644,"['documentation', 'music']"
4645,"['family', 'comedy', 'romance']"
4646,['drama']
4647,['comedy']
4648,"['romance', 'comedy', 'drama']"
4649,['comedy']
4650,['drama']
4651,['comedy']
4652,"['drama', 'romance']"
4653,[]
4654,['thriller']
4655,"['comedy', 'thriller', 'drama']"
4656,"['drama', 'family', 'music', 'documentation']"
4657,"['action', 'comedy', 'fantasy', 'romance', 'drama']"
4658,"['comedy', 'romance']"
4659,['romance']
4660,"['animation', 'family']"
4661,['documentation']
4662,['comedy']
4663,"['drama', 'romance']"
4664,"['animation', 'family', 'comedy']"
4665,"['fantasy', 'action', 'animation', 'comedy', 'thriller']"
4666,['drama']
4667,"['documentation', 'music']"
4668,['animation']
4669,['drama']
4670,"['comedy', 'drama']"
4671,"['comedy', 'action', 'romance']"
4672,"['thriller', 'action']"
4673,"['crime', 'action']"
4674,"['comedy', 'drama']"
4675,[]
4676,['drama']
4677,"['drama', 'comedy', 'romance']"
4678,"['thriller', 'scifi']"
4679,['comedy']
4680,['drama']
4681,['animation']
4682,['documentation']
4683,"['thriller', 'drama']"
4684,['documentation']
4685,"['comedy', 'drama']"
4686,"['drama', 'european']"
4687,['romance']
4688,['documentation']
4689,"['comedy', 'family']"
4690,['reality']
4691,"['animation', 'comedy', 'action']"
4692,['romance']
4693,"['comedy', 'family', 'fantasy', 'history', 'animation']"
4694,['documentation']
4695,"['sport', 'drama']"
4696,['documentation']
4697,"['fantasy', 'thriller', 'action', 'crime', 'drama']"
4698,"['romance', 'action', 'drama']"
4699,"['animation', 'family']"
4700,['drama']
4701,"['documentation', 'music']"
4702,"['animation', 'fantasy', 'family']"
4703,"['comedy', 'drama']"
4704,['comedy']
4705,['thriller']
4706,[]
4707,['drama']
4708,[]
4709,['documentation']
4710,"['romance', 'comedy']"
4711,"['thriller', 'crime', 'drama']"
4712,['comedy']
4713,"['documentation', 'music']"
4714,"['drama', 'thriller']"
4715,['drama']
4716,"['drama', 'history']"
4717,['comedy']
4718,[]
4719,"['comedy', 'drama']"
4720,"['comedy', 'drama', 'animation']"
4721,"['family', 'drama']"
4722,['animation']
4723,"['drama', 'comedy']"
4724,"['romance', 'drama']"
4725,['action']
4726,['drama']
4727,"['animation', 'family']"
4728,"['comedy', 'drama', 'romance']"
4729,"['drama', 'romance', 'comedy']"
4730,['comedy']
4731,"['drama', 'thriller']"
4732,"['romance', 'drama']"
4733,"['family', 'animation']"
4734,"['comedy', 'horror']"
4735,"['drama', 'sport', 'thriller', 'action']"
4736,['comedy']
4737,"['drama', 'comedy']"
4738,['comedy']
4739,['comedy']
4740,['action']
4741,"['documentation', 'sport']"
4742,['comedy']
4743,['documentation']
4744,"['animation', 'family']"
4745,['comedy']
4746,"['comedy', 'drama']"
4747,['documentation']
4748,"['comedy', 'romance', 'drama']"
4749,"['documentation', 'music']"
4750,"['comedy', 'drama', 'romance']"
4751,"['animation', 'family']"
4752,['animation']
4753,"['romance', 'comedy', 'drama', 'family']"
4754,['drama']
4755,"['thriller', 'fantasy']"
4756,['comedy']
4757,"['comedy', 'romance']"
4758,"['drama', 'fantasy']"
4759,"['comedy', 'family']"
4760,[]
4761,"['documentation', 'music']"
4762,['comedy']
4763,['reality']
4764,"['drama', 'comedy']"
4765,['music']
4766,['reality']
4767,['drama']
4768,['music']
4769,"['fantasy', 'animation', 'comedy', 'family']"
4770,['documentation']
4771,['comedy']
4772,"['reality', 'comedy']"
4773,"['crime', 'thriller']"
4774,"['romance', 'drama', 'comedy']"
4775,"['comedy', 'drama']"
4776,['reality']
4777,"['drama', 'romance', 'comedy']"
4778,"['comedy', 'romance']"
4779,['drama']
4780,['thriller']
4781,"['crime', 'drama']"
4782,"['drama', 'comedy']"
4783,['reality']
4784,['comedy']
4785,['documentation']
4786,['family']
4787,['documentation']
4788,"['thriller', 'drama']"
4789,['horror']
4790,['drama']
4791,[]
4792,"['action', 'drama']"
4793,"['animation', 'family']"
4794,"['comedy', 'drama']"
4795,"['drama', 'family']"
4796,['comedy']
4797,['drama']
4798,"['romance', 'comedy']"
4799,['comedy']
4800,['drama']
4801,"['drama', 'romance']"
4802,[]
4803,"['drama', 'romance']"
4804,"['drama', 'comedy', 'sport']"
4805,"['drama', 'romance']"
4806,['drama']
4807,"['drama', 'crime']"
4808,"['drama', 'comedy']"
4809,"['romance', 'drama']"
4810,"['drama', 'romance']"
4811,['drama']
4812,"['comedy', 'drama']"
4813,"['animation', 'fantasy']"
4814,['drama']
4815,[]
4816,"['documentation', 'music']"
4817,['animation']
4818,"['drama', 'comedy', 'romance']"
4819,['comedy']
4820,['drama']
4821,"['thriller', 'drama']"
4822,"['comedy', 'romance']"
4823,"['drama', 'romance']"
4824,"['comedy', 'animation']"
4825,"['thriller', 'crime']"
4826,['comedy']
4827,"['romance', 'drama']"
4828,['comedy']
4829,['reality']
4830,"['drama', 'romance']"
4831,"['drama', 'thriller']"
4832,"['drama', 'romance']"
4833,['comedy']
4834,['documentation']
4835,['drama']
4836,"['drama', 'action', 'comedy', 'scifi']"
4837,"['drama', 'war']"
4838,"['drama', 'romance', 'western']"
4839,"['crime', 'drama', 'thriller']"
4840,"['thriller', 'drama', 'horror']"
4841,"['drama', 'comedy', 'music']"
4842,"['crime', 'documentation']"
4843,['comedy']
4844,['documentation']
4845,"['animation', 'action', 'scifi']"
4846,"['war', 'action', 'drama', 'history', 'romance']"
4847,"['action', 'scifi', 'drama', 'fantasy', 'animation']"
4848,"['thriller', 'crime', 'drama']"
4849,['drama']
4850,"['crime', 'drama', 'thriller']"
4851,"['crime', 'documentation']"
4852,"['action', 'drama', 'fantasy', 'horror', 'scifi']"
4853,"['scifi', 'drama', 'comedy']"
4854,"['crime', 'comedy']"
4855,"['comedy', 'crime', 'drama', 'thriller', 'action']"
4856,['reality']
4857,"['comedy', 'action', 'animation', 'romance', 'family', 'horror', 'drama', 'scifi']"
4858,"['comedy', 'documentation', 'sport']"
4859,"['crime', 'comedy', 'drama', 'thriller']"
4860,"['scifi', 'drama', 'horror', 'thriller']"
4861,"['fantasy', 'family', 'comedy', 'action', 'animation', 'crime', 'drama']"
4862,"['crime', 'documentation']"
4863,"['action', 'drama', 'thriller']"
4864,['documentation']
4865,"['war', 'action', 'drama', 'scifi', 'thriller']"
4866,"['scifi', 'action', 'drama', 'thriller']"
4867,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']"
4868,['drama']
4869,"['romance', 'drama']"
4870,"['drama', 'action', 'thriller']"
4871,"['animation', 'comedy', 'family', 'scifi']"
4872,"['comedy', 'crime', 'thriller', 'action']"
4873,"['crime', 'drama', 'thriller']"
4874,"['drama', 'comedy']"
4875,"['thriller', 'drama']"
4876,"['documentation', 'history']"
4877,"['scifi', 'drama', 'fantasy', 'action']"
4878,"['crime', 'drama', 'comedy', 'action']"
4879,['documentation']
4880,['scifi']
4881,"['action', 'drama', 'western']"
4882,['crime']
4883,"['drama', 'history']"
4884,"['thriller', 'drama', 'horror', 'scifi']"
4885,['comedy']
4886,"['comedy', 'romance', 'animation']"
4887,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']"
4888,"['comedy', 'scifi', 'drama', 'history']"
4889,"['animation', 'drama', 'comedy', 'thriller']"
4890,['documentation']
4891,"['thriller', 'crime', 'drama']"
4892,"['drama', 'thriller']"
4893,"['drama', 'crime']"
4894,['reality']
4895,"['romance', 'drama']"
4896,['documentation']
4897,"['scifi', 'thriller', 'action']"
4898,"['drama', 'family']"
4899,"['family', 'fantasy', 'animation', 'action', 'comedy']"
4900,"['crime', 'drama', 'action', 'comedy']"
4901,['drama']
4902,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']"
4903,['drama']
4904,"['drama', 'thriller', 'crime', 'fantasy']"
4905,"['drama', 'crime']"
4906,"['drama', 'thriller', 'action', 'crime']"
4907,"['horror', 'thriller']"
4908,"['crime', 'documentation']"
4909,"['horror', 'drama', 'scifi', 'thriller']"
4910,"['scifi', 'drama', 'fantasy', 'action']"
4911,"['horror', 'thriller']"
4912,"['thriller', 'crime', 'drama']"
4913,"['crime', 'documentation', 'drama', 'thriller']"
4914,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']"
4915,"['drama', 'scifi', 'thriller', 'action', 'crime']"
4916,"['drama', 'action', 'crime', 'thriller']"
4917,"['drama', 'comedy', 'animation', 'romance']"
4918,"['drama', 'action', 'comedy', 'fantasy']"
4919,['reality']
4920,"['drama', 'history', 'thriller']"
4921,"['drama', 'comedy']"
4922,"['thriller', 'crime', 'horror']"
4923,"['drama', 'thriller']"
4924,['documentation']
4925,"['comedy', 'fantasy', 'scifi', 'animation']"
4926,"['drama', 'history']"
4927,"['family', 'fantasy', 'animation']"
4928,"['comedy', 'horror', 'action', 'crime', 'thriller', 'romance', 'scifi']"
4929,"['action', 'crime', 'thriller']"
4930,"['scifi', 'family']"
4931,"['documentation', 'music', 'comedy', 'history']"
4932,"['drama', 'comedy']"
4933,"['comedy', 'thriller', 'horror', 'action']"
4934,"['drama', 'romance', 'comedy']"
4935,"['crime', 'drama', 'thriller']"
4936,"['crime', 'thriller', 'action']"
4937,"['horror', 'thriller', 'crime', 'scifi', 'action']"
4938,"['drama', 'romance']"
4939,"['documentation', 'music']"
4940,"['drama', 'thriller', 'comedy', 'crime']"
4941,"['documentation', 'sport']"
4942,['drama']
4943,"['crime', 'drama', 'comedy']"
4944,"['comedy', 'drama', 'music', 'reality']"
4945,"['drama', 'romance']"
4946,['documentation']
4947,"['horror', 'scifi', 'thriller', 'fantasy', 'drama']"
4948,"['drama', 'history', 'war']"
4949,"['action', 'scifi', 'horror', 'animation']"
4950,['drama']
4951,"['drama', 'thriller', 'crime']"
4952,['documentation']
4953,"['action', 'drama', 'thriller', 'crime']"
4954,"['crime', 'drama', 'thriller']"
4955,['documentation']
4956,"['scifi', 'comedy', 'fantasy']"
4957,"['crime', 'documentation']"
4958,"['crime', 'history', 'documentation']"
4959,"['action', 'crime', 'drama', 'thriller']"
4960,"['history', 'drama']"
4961,"['scifi', 'thriller', 'drama']"
4962,"['scifi', 'comedy', 'drama', 'family', 'fantasy']"
4963,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']"
4964,"['crime', 'documentation']"
4965,"['drama', 'romance']"
4966,"['drama', 'comedy']"
4967,"['fantasy', 'horror', 'family']"
4968,"['drama', 'romance']"
4969,"['action', 'crime', 'drama']"
4970,"['drama', 'thriller', 'crime']"
4971,"['thriller', 'scifi', 'action']"
4972,"['drama', 'comedy']"
4973,"['thriller', 'horror', 'drama']"
4974,"['thriller', 'crime', 'drama']"
4975,"['romance', 'drama']"
4976,['documentation']
4977,['comedy']
4978,['documentation']
4979,"['comedy', 'sport']"
4980,"['drama', 'crime']"
4981,['reality']
4982,['comedy']
4983,"['crime', 'drama', 'fantasy', 'scifi']"
4984,"['drama', 'romance']"
4985,"['thriller', 'action', 'crime', 'drama']"
4986,"['horror', 'drama', 'thriller']"
4987,"['war', 'history', 'documentation']"
4988,"['action', 'thriller', 'crime']"
4989,"['action', 'thriller', 'crime', 'fantasy']"
4990,"['war', 'history', 'documentation']"
4991,['documentation']
4992,"['romance', 'comedy']"
4993,"['drama', 'crime', 'thriller']"
4994,"['crime', 'drama', 'thriller']"
4995,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']"
4996,"['drama', 'history']"
4997,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']"
4998,"['horror', 'thriller', 'drama']"
4999,"['crime', 'documentation']"
5000,"['drama', 'thriller']"
5001,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']"
5002,"['comedy', 'documentation']"
5003,"['fantasy', 'scifi', 'animation', 'action', 'drama']"
5004,['drama']
5005,"['thriller', 'horror']"
5006,"['thriller', 'scifi']"
5007,"['action', 'comedy', 'crime', 'drama', 'romance']"
5008,"['crime', 'drama', 'scifi', 'thriller', 'action']"
5009,"['fantasy', 'horror', 'thriller', 'action']"
5010,"['comedy', 'action', 'thriller']"
5011,"['comedy', 'drama', 'fantasy']"
5012,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']"
5013,"['drama', 'thriller']"
5014,"['fantasy', 'scifi', 'drama', 'comedy', 'family', 'animation', 'action']"
5015,"['scifi', 'action']"
5016,"['crime', 'drama', 'history']"
5017,['documentation']
5018,"['thriller', 'comedy', 'crime', 'action']"
5019,"['action', 'drama', 'fantasy', 'horror', 'thriller']"
5020,"['scifi', 'action', 'drama', 'fantasy']"
5021,"['animation', 'thriller', 'history', 'drama', 'sport']"
5022,"['comedy', 'animation', 'drama', 'family']"
5023,"['thriller', 'drama', 'action']"
5024,"['animation', 'comedy', 'family']"
5025,['comedy']
5026,"['horror', 'drama']"
5027,"['thriller', 'crime', 'drama', 'romance']"
5028,['comedy']
5029,"['comedy', 'documentation']"
5030,"['romance', 'comedy', 'drama']"
5031,"['documentation', 'crime', 'thriller']"
5032,"['fantasy', 'comedy', 'romance']"
5033,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']"
5034,['reality']
5035,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']"
5036,[]
5037,"['drama', 'action', 'crime', 'thriller', 'documentation']"
5038,"['comedy', 'animation']"
5039,"['documentation', 'crime']"
5040,"['comedy', 'romance']"
5041,['documentation']
5042,"['comedy', 'romance', 'drama']"
5043,"['thriller', 'scifi', 'drama']"
5044,"['crime', 'drama']"
5045,"['horror', 'thriller', 'drama']"
5046,"['fantasy', 'action', 'crime', 'drama']"
5047,['documentation']
5048,['drama']
5049,"['drama', 'sport', 'thriller']"
5050,"['scifi', 'fantasy', 'action', 'drama']"
5051,"['romance', 'drama']"
5052,"['action', 'comedy']"
5053,"['scifi', 'thriller', 'drama']"
5054,['comedy']
5055,"['comedy', 'romance']"
5056,"['crime', 'documentation', 'history']"
5057,"['comedy', 'family']"
5058,"['comedy', 'drama']"
5059,"['drama', 'fantasy', 'romance']"
5060,"['crime', 'documentation']"
5061,['documentation']
5062,"['drama', 'history', 'thriller']"
5063,"['crime', 'history', 'documentation']"
5064,['documentation']
5065,['comedy']
5066,"['thriller', 'drama', 'horror']"
5067,"['drama', 'horror']"
5068,"['action', 'romance', 'comedy', 'crime', 'thriller']"
5069,['documentation']
5070,"['crime', 'documentation']"
5071,"['comedy', 'documentation']"
5072,"['crime', 'action', 'fantasy', 'horror', 'thriller', 'animation', 'scifi']"
5073,"['drama', 'fantasy', 'music']"
5074,"['scifi', 'thriller', 'action', 'drama']"
5075,['documentation']
5076,"['drama', 'thriller']"
5077,"['drama', 'romance']"
5078,"['drama', 'crime']"
5079,['documentation']
5080,"['drama', 'comedy', 'romance']"
5081,"['drama', 'comedy']"
5082,"['scifi', 'action', 'fantasy', 'animation', 'comedy', 'drama', 'family']"
5083,"['comedy', 'drama', 'music']"
5084,"['drama', 'action']"
5085,"['documentation', 'music']"
5086,['comedy']
5087,"['drama', 'sport']"
5088,"['documentation', 'crime', 'history']"
5089,"['family', 'animation', 'comedy']"
5090,"['crime', 'documentation', 'history']"
5091,"['comedy', 'drama', 'crime']"
5092,"['comedy', 'drama', 'romance']"
5093,"['drama', 'crime', 'thriller']"
5094,['horror']
5095,"['action', 'horror', 'scifi', 'thriller', 'animation']"
5096,['comedy']
5097,"['scifi', 'drama', 'fantasy', 'thriller', 'animation', 'action']"
5098,"['drama', 'thriller']"
5099,"['comedy', 'drama']"
5100,"['thriller', 'action', 'crime', 'drama']"
5101,"['drama', 'crime']"
5102,['documentation']
5103,['thriller']
5104,"['animation', 'action', 'scifi']"
5105,"['drama', 'history', 'sport']"
5106,"['animation', 'action', 'comedy', 'crime', 'drama', 'romance']"
5107,"['scifi', 'drama', 'fantasy', 'action']"
5108,"['comedy', 'fantasy', 'animation', 'action', 'scifi']"
5109,"['action', 'thriller']"
5110,"['war', 'action', 'drama', 'history']"
5111,"['drama', 'comedy']"
5112,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'animation']"
5113,"['animation', 'comedy']"
5114,"['thriller', 'western', 'action', 'drama', 'crime']"
5115,"['drama', 'horror', 'thriller']"
5116,"['action', 'animation', 'comedy', 'fantasy', 'history', 'scifi', 'war']"
5117,['comedy']
5118,['documentation']
5119,"['romance', 'comedy']"
5120,"['documentation', 'music']"
5121,['drama']
5122,"['thriller', 'comedy', 'drama']"
5123,['drama']
5124,"['drama', 'romance']"
5125,"['horror', 'scifi', 'thriller']"
5126,['animation']
5127,"['scifi', 'thriller', 'drama', 'fantasy']"
5128,"['comedy', 'drama', 'romance']"
5129,['documentation']
5130,['reality']
5131,['reality']
5132,"['comedy', 'drama']"
5133,"['drama', 'thriller', 'action']"
5134,"['thriller', 'action', 'crime']"
5135,"['drama', 'action']"
5136,['horror']
